             34,   0.0000000000,   0.0006850000,   0.0005020000,   0.0006850000,   0.0000000000,	             34,  -1.5000000000,  -0.2570872000,  -0.1942846000,   2.4290260000,   1.5000000000,	             34,   1.5000000000,   2.4290260000,  -0.1942846000,  -0.2570872000,  -1.5000000000,	             34,  -1.5000000000,  -0.2573541000,  -0.1939084000,   2.4303210000,   1.5000000000,	             34,   1.5000000000,   2.4303210000,  -0.1939084000,  -0.2573541000,  -1.5000000000,
             35,   0.0000000000,   0.0007430000,   0.0001290000,   0.0007430000,   0.0000000000,	             35,  -1.5000000000,  -0.2570235000,  -0.1941878000,   2.4300770000,   1.5000000000,	             35,   1.5000000000,   2.4300770000,  -0.1941878000,  -0.2570235000,  -1.5000000000,	             35,  -1.5000000000,  -0.2569598000,  -0.1940910000,   2.4311280000,   1.5000000000,	             35,   1.5000000000,   2.4311280000,  -0.1940910000,  -0.2569598000,  -1.5000000000,
             36,   0.0000000000,   0.0005640000,  -0.0001538000,   0.0005640000,   0.0000000000,	             36,  -1.5000000000,  -0.2567611000,  -0.1943032000,   2.4306600000,   1.5000000000,	             36,   1.5000000000,   2.4306600000,  -0.1943032000,  -0.2567611000,  -1.5000000000,	             36,  -1.5000000000,  -0.2564988000,  -0.1944185000,   2.4312430000,   1.5000000000,	             36,   1.5000000000,   2.4312430000,  -0.1944185000,  -0.2564988000,  -1.5000000000,
             37,   0.0000000000,   0.0002810000,  -0.0002948000,   0.0002810000,   0.0000000000,	             37,  -1.5000000000,  -0.2564449000,  -0.1945243000,   2.4307660000,   1.5000000000,	             37,   1.5000000000,   2.4307660000,  -0.1945243000,  -0.2564449000,  -1.5000000000,	             37,  -1.5000000000,  -0.2561287000,  -0.1947454000,   2.4308710000,   1.5000000000,	             37,   1.5000000000,   2.4308710000,  -0.1947454000,  -0.2561287000,  -1.5000000000,
             38,   0.0000000000,   0.0000130000,  -0.0003013000,   0.0000130000,   0.0000000000,	             38,  -1.5000000000,  -0.2561857000,  -0.1947503000,   2.4305260000,   1.5000000000,	             38,   1.5000000000,   2.4305260000,  -0.1947503000,  -0.2561857000,  -1.5000000000,	             38,  -1.5000000000,  -0.2559266000,  -0.1949763000,   2.4302870000,   1.5000000000,	             38,   1.5000000000,   2.4302870000,  -0.1949763000,  -0.2559266000,  -1.5000000000,
             39,   0.0000000000,  -0.0001663000,  -0.0002175000,  -0.0001663000,   0.0000000000,	             39,  -1.5000000000,  -0.2560398000,  -0.1949134000,   2.4301310000,   1.5000000000,	             39,   1.5000000000,   2.4301310000,  -0.1949134000,  -0.2560398000,  -1.5000000000,	             39,  -1.5000000000,  -0.2558939000,  -0.1950765000,   2.4297360000,   1.5000000000,	             39,   1.5000000000,   2.4297360000,  -0.1950765000,  -0.2558939000,  -1.5000000000,
             40,   0.0000000000,  -0.0002357000,  -0.0000988000,  -0.0002357000,   0.0000000000,	             40,  -1.5000000000,  -0.2560109000,  -0.1949875000,   2.4297490000,   1.5000000000,	             40,   1.5000000000,   2.4297490000,  -0.1949875000,  -0.2560109000,  -1.5000000000,	             40,  -1.5000000000,  -0.2559820000,  -0.1950616000,   2.4293660000,   1.5000000000,	             40,   1.5000000000,   2.4293660000,  -0.1950616000,  -0.2559820000,  -1.5000000000,
             41,   0.0000000000,  -0.0002125000,   0.0000080000,  -0.0002125000,   0.0000000000,	             41,  -1.5000000000,  -0.2560672000,  -0.1949816000,   2.4294860000,   1.5000000000,	             41,   1.5000000000,   2.4294860000,  -0.1949816000,  -0.2560672000,  -1.5000000000,	             41,  -1.5000000000,  -0.2561236000,  -0.1949756000,   2.4292240000,   1.5000000000,	             41,   1.5000000000,   2.4292240000,  -0.1949756000,  -0.2561236000,  -1.5000000000,
             42,   0.0000000000,  -0.0001352000,   0.0000760000,  -0.0001352000,   0.0000000000,	             42,  -1.5000000000,  -0.2561632000,  -0.1949248000,   2.4293790000,   1.5000000000,	             42,   1.5000000000,   2.4293790000,  -0.1949248000,  -0.2561632000,  -1.5000000000,	             42,  -1.5000000000,  -0.2562591000,  -0.1948680000,   2.4292720000,   1.5000000000,	             42,   1.5000000000,   2.4292730000,  -0.1948680000,  -0.2562591000,  -1.5000000000,
             43,   0.0000000000,  -0.0000449000,   0.0000980000,  -0.0000449000,   0.0000000000,	             43,  -1.5000000000,  -0.2562570000,  -0.1948512000,   2.4294060000,   1.5000000000,	             43,   1.5000000000,   2.4294060000,  -0.1948512000,  -0.2562570000,  -1.5000000000,	             43,  -1.5000000000,  -0.2563509000,  -0.1947776000,   2.4294320000,   1.5000000000,	             43,   1.5000000000,   2.4294320000,  -0.1947776000,  -0.2563509000,  -1.5000000000,
             44,   0.0000000000,   0.0000270000,   0.0000840000,   0.0000270000,   0.0000000000,	             44,  -1.5000000000,  -0.2563222000,  -0.1947880000,   2.4295120000,   1.5000000000,	             44,   1.5000000000,   2.4295120000,  -0.1947880000,  -0.2563222000,  -1.5000000000,	             44,  -1.5000000000,  -0.2563873000,  -0.1947249000,   2.4296190000,   1.5000000000,	             44,   1.5000000000,   2.4296190000,  -0.1947249000,  -0.2563873000,  -1.5000000000,
             45,   0.0000000000,   0.0000670000,   0.0000500000,   0.0000670000,   0.0000000000,	             45,  -1.5000000000,  -0.2563494000,  -0.1947502000,   2.4296400000,   1.5000000000,	             45,   1.5000000000,   2.4296400000,  -0.1947502000,  -0.2563494000,  -1.5000000000,	             45,  -1.5000000000,  -0.2563767000,  -0.1947124000,   2.4297680000,   1.5000000000,	             45,   1.5000000000,   2.4297680000,  -0.1947124000,  -0.2563767000,  -1.5000000000,
             46,   0.0000000000,   0.0000730000,   0.0000140000,   0.0000730000,   0.0000000000,	             46,  -1.5000000000,  -0.2563438000,  -0.1947400000,   2.4297450000,   1.5000000000,	             46,   1.5000000000,   2.4297450000,  -0.1947400000,  -0.2563438000,  -1.5000000000,	             46,  -1.5000000000,  -0.2563382000,  -0.1947299000,   2.4298490000,   1.5000000000,	             46,   1.5000000000,   2.4298490000,  -0.1947299000,  -0.2563382000,  -1.5000000000,
             47,   0.0000000000,   0.0000560000,  -0.0000146000,   0.0000560000,   0.0000000000,	             47,  -1.5000000000,  -0.2563182000,  -0.1947510000,   2.4298030000,   1.5000000000,	             47,   1.5000000000,   2.4298030000,  -0.1947510000,  -0.2563182000,  -1.5000000000,	             47,  -1.5000000000,  -0.2562927000,  -0.1947620000,   2.4298620000,   1.5000000000,	             47,   1.5000000000,   2.4298620000,  -0.1947620000,  -0.2562927000,  -1.5000000000,
             48,   0.0000000000,   0.0000280000,  -0.0000289000,   0.0000280000,   0.0000000000,	             48,  -1.5000000000,  -0.2562870000,  -0.1947727000,   2.4298150000,   1.5000000000,	             48,   1.5000000000,   2.4298150000,  -0.1947727000,  -0.2562870000,  -1.5000000000,	             48,  -1.5000000000,  -0.2562558000,  -0.1947944000,   2.4298260000,   1.5000000000,	             48,   1.5000000000,   2.4298260000,  -0.1947944000,  -0.2562558000,  -1.5000000000,
             49,   0.0000000000,   0.0000020000,  -0.0000298000,   0.0000020000,   0.0000000000,	             49,  -1.5000000000,  -0.2562612000,  -0.1947951000,   2.4297920000,   1.5000000000,	             49,   1.5000000000,   2.4297920000,  -0.1947951000,  -0.2562612000,  -1.5000000000,	             49,  -1.5000000000,  -0.2562355000,  -0.1948174000,   2.4297690000,   1.5000000000,	             49,   1.5000000000,   2.4297690000,  -0.1948174000,  -0.2562355000,  -1.5000000000,
             50,   0.0000000000,  -0.0000161000,  -0.0000217000,  -0.0000161000,   0.0000000000,	             50,  -1.5000000000,  -0.2562465000,  -0.1948113000,   2.4297530000,   1.5000000000,	             50,   1.5000000000,   2.4297530000,  -0.1948113000,  -0.2562465000,  -1.5000000000,	             50,  -1.5000000000,  -0.2562319000,  -0.1948276000,   2.4297140000,   1.5000000000,	             50,   1.5000000000,   2.4297140000,  -0.1948276000,  -0.2562319000,  -1.5000000000,
             51,   0.0000000000,  -0.0000232000,  -0.0000100000,  -0.0000232000,   0.0000000000,	             51,  -1.5000000000,  -0.2562434000,  -0.1948189000,   2.4297150000,   1.5000000000,	             51,   1.5000000000,   2.4297150000,  -0.1948189000,  -0.2562434000,  -1.5000000000,	             51,  -1.5000000000,  -0.2562403000,  -0.1948264000,   2.4296770000,   1.5000000000,	             51,   1.5000000000,   2.4296770000,  -0.1948264000,  -0.2562403000,  -1.5000000000,
             52,   0.0000000000,  -0.0000211000,   0.0000010000,  -0.0000211000,   0.0000000000,	             52,  -1.5000000000,  -0.2562488000,  -0.1948185000,   2.4296890000,   1.5000000000,	             52,   1.5000000000,   2.4296890000,  -0.1948184000,  -0.2562488000,  -1.5000000000,	             52,  -1.5000000000,  -0.2562542000,  -0.1948180000,   2.4296630000,   1.5000000000,	             52,   1.5000000000,   2.4296630000,  -0.1948180000,  -0.2562542000,  -1.5000000000,
             53,   0.0000000000,  -0.0000136000,   0.0000070000,  -0.0000136000,   0.0000000000,	             53,  -1.5000000000,  -0.2562582000,  -0.1948129000,   2.4296780000,   1.5000000000,	             53,   1.5000000000,   2.4296780000,  -0.1948129000,  -0.2562582000,  -1.5000000000,	             53,  -1.5000000000,  -0.2562677000,  -0.1948074000,   2.4296670000,   1.5000000000,	             53,   1.5000000000,   2.4296670000,  -0.1948074000,  -0.2562677000,  -1.5000000000,
             54,   0.0000000000,  -0.0000046000,   0.0000100000,  -0.0000046000,   0.0000000000,	             54,  -1.5000000000,  -0.2562675000,  -0.1948057000,   2.4296800000,   1.5000000000,	             54,   1.5000000000,   2.4296800000,  -0.1948057000,  -0.2562675000,  -1.5000000000,	             54,  -1.5000000000,  -0.2562768000,  -0.1947985000,   2.4296830000,   1.5000000000,	             54,   1.5000000000,   2.4296830000,  -0.1947984000,  -0.2562768000,  -1.5000000000,
             55,   0.0000000000,   0.0000030000,   0.0000080000,   0.0000030000,   0.0000000000,	             55,  -1.5000000000,  -0.2562741000,  -0.1947994000,   2.4296910000,   1.5000000000,	             55,   1.5000000000,   2.4296910000,  -0.1947994000,  -0.2562741000,  -1.5000000000,	             55,  -1.5000000000,  -0.2562806000,  -0.1947932000,   2.4297010000,   1.5000000000,	             55,   1.5000000000,   2.4297010000,  -0.1947931000,  -0.2562806000,  -1.5000000000,
             56,   0.0000000000,   0.0000070000,   0.0000050000,   0.0000070000,   0.0000000000,	             56,  -1.5000000000,  -0.2562768000,  -0.1947956000,   2.4297030000,   1.5000000000,	             56,   1.5000000000,   2.4297030000,  -0.1947956000,  -0.2562768000,  -1.5000000000,	             56,  -1.5000000000,  -0.2562796000,  -0.1947918000,   2.4297160000,   1.5000000000,	             56,   1.5000000000,   2.4297160000,  -0.1947918000,  -0.2562796000,  -1.5000000000,
             57,   0.0000000000,   0.0000070000,   0.0000010000,   0.0000070000,   0.0000000000,	             57,  -1.5000000000,  -0.2562763000,  -0.1947946000,   2.4297140000,   1.5000000000,	             57,   1.5000000000,   2.4297140000,  -0.1947945000,  -0.2562763000,  -1.5000000000,	             57,  -1.5000000000,  -0.2562759000,  -0.1947935000,   2.4297240000,   1.5000000000,	             57,   1.5000000000,   2.4297240000,  -0.1947934000,  -0.2562759000,  -1.5000000000,
             58,   0.0000000000,   0.0000060000,  -0.0000014000,   0.0000060000,   0.0000000000,	             58,  -1.5000000000,  -0.2562738000,  -0.1947956000,   2.4297190000,   1.5000000000,	             58,   1.5000000000,   2.4297200000,  -0.1947955000,  -0.2562739000,  -1.5000000000,	             58,  -1.5000000000,  -0.2562714000,  -0.1947967000,   2.4297250000,   1.5000000000,	             58,   1.5000000000,   2.4297250000,  -0.1947965000,  -0.2562714000,  -1.5000000000,
